PostID,UserID,Content,Timestamp,Likes,Retweets,Hashtags,SentimentScore
101,7,Such a smooth interface!,2025-03-16 17:55:15,75,15,"#love,#design",0.86
102,1,Can’t stop using it!,2025-03-22 18:55:15,142,26,"#bug,#design,#social",-0.08
103,8,Such a smooth interface!,2025-03-25 04:55:15,139,26,#tech,0.08
104,2,Absolutely love the UX!,2025-03-19 16:55:15,12,1,"#tech,#design,#fail",0.63
105,2,I’m impressed with the speed.,2025-03-19 15:55:15,142,5,"#cleanUI,#UX,#design",0.96
106,1,Can’t stop using it!,2025-03-25 00:55:15,79,22,"#tech,#design",-0.36
107,6,I’m impressed with the speed.,2025-03-23 09:55:15,7,10,"#social,#love,#AI",0.04
108,4,Needs dark mode ASAP!,2025-03-21 19:55:15,126,38,#bug,-0.54
109,9,Just another day...,2025-03-23 16:55:15,107,49,"#tech,#design",-0.11
110,9,Worst experience ever.,2025-03-18 10:55:15,31,50,"#design,#bug,#love",0.77
111,8,Just another day...,2025-03-20 16:55:15,98,7,"#mood,#AI",-0.22
112,5,This app keeps crashing. So annoying.,2025-03-16 11:55:15,4,50,"#AI,#fail",-0.39
113,7,Just another day...,2025-03-23 07:55:15,18,18,"#love,#social",-0.8
114,9,I’m impressed with the speed.,2025-03-17 13:55:15,16,21,"#love,#mood",0.97
115,5,Can’t stop using it!,2025-03-20 13:55:15,47,31,#cleanUI,0.16
116,7,Just another day...,2025-03-22 03:55:15,31,38,"#cleanUI,#fail",0.87
117,7,Such a smooth interface!,2025-03-24 13:55:15,10,31,"#mood,#bug,#cleanUI",0.85
118,7,I’m impressed with the speed.,2025-03-25 07:55:15,148,47,#fail,-0.23
119,10,Needs dark mode ASAP!,2025-03-22 19:55:15,0,5,#UX,-0.87
120,5,Worst experience ever.,2025-03-16 01:55:15,109,19,"#mood,#bug,#AI",0.17
121,7,This app keeps crashing. So annoying.,2025-03-17 00:55:15,25,43,#mood,0.17
122,7,Loving the new update!,2025-03-22 19:55:15,145,36,#UX,-0.04
123,4,Just another day...,2025-03-17 14:55:15,22,15,"#love,#UX,#bug",-0.27
124,6,Needs dark mode ASAP!,2025-03-17 04:55:15,80,21,"#mood,#tech,#love",0.23
125,8,Such a smooth interface!,2025-03-23 10:55:15,26,37,#cleanUI,-0.41
126,5,This app keeps crashing. So annoying.,2025-03-16 14:55:15,7,45,#love,-0.41
127,4,Can’t stop using it!,2025-03-23 16:55:15,28,39,#tech,-0.91
128,6,Loving the new update!,2025-03-18 19:55:15,128,3,#bug,-0.56
129,9,I’m impressed with the speed.,2025-03-19 00:55:15,128,32,"#tech,#UX",-0.69
130,1,Great performance on mobile.,2025-03-25 06:55:15,101,46,"#AI,#fail,#mood",0.06
131,6,I’m impressed with the speed.,2025-03-17 18:55:15,133,2,"#cleanUI,#love",-0.3
132,8,Can’t stop using it!,2025-03-23 01:55:15,75,4,#AI,-0.89
133,4,This app keeps crashing. So annoying.,2025-03-22 19:55:15,117,34,#AI,0.4
134,3,Absolutely love the UX!,2025-03-22 16:55:15,9,1,"#UX,#fail",-0.31
135,1,Can’t stop using it!,2025-03-21 02:55:15,146,25,"#bug,#love,#social",-0.04
136,7,Great performance on mobile.,2025-03-16 23:55:15,149,42,#love,0.27
137,2,This app keeps crashing. So annoying.,2025-03-22 10:55:15,129,35,"#love,#design",-0.65
138,1,Can’t stop using it!,2025-03-23 18:55:15,126,5,#UX,0.29
139,10,This app keeps crashing. So annoying.,2025-03-25 09:55:15,137,28,"#AI,#cleanUI,#design",-0.84
140,8,I’m impressed with the speed.,2025-03-18 12:55:15,50,17,"#social,#fail",-0.54
141,8,Worst experience ever.,2025-03-16 16:55:15,110,11,"#design,#UX",0.9
142,6,Absolutely love the UX!,2025-03-25 10:55:15,112,20,#tech,0.07
143,4,Can’t stop using it!,2025-03-20 21:55:15,77,42,"#cleanUI,#tech,#mood",-0.71
144,4,I’m impressed with the speed.,2025-03-19 17:55:15,74,16,#social,-0.61
145,5,Such a smooth interface!,2025-03-22 17:55:15,63,22,"#social,#cleanUI",-0.76
146,3,Loving the new update!,2025-03-25 11:55:15,34,26,"#UX,#tech,#AI",-0.1
147,8,I’m impressed with the speed.,2025-03-16 01:55:15,120,48,#tech,-0.89
148,5,Great performance on mobile.,2025-03-22 21:55:15,132,32,"#bug,#UX",-0.48
149,4,I’m impressed with the speed.,2025-03-21 01:55:15,124,27,"#tech,#bug,#mood",0.11
150,1,I’m impressed with the speed.,2025-03-23 20:55:15,128,2,"#bug,#love",-0.26
151,3,Absolutely love the UX!,2025-03-25 03:55:15,65,4,"#AI,#fail,#love",0.82
152,8,Just another day...,2025-03-22 21:55:15,133,14,"#love,#fail",0.13
153,7,I’m impressed with the speed.,2025-03-16 02:55:15,7,30,"#UX,#social,#fail",0.05
154,10,Just another day...,2025-03-22 19:55:15,28,32,#UX,-0.31
155,6,Such a smooth interface!,2025-03-18 06:55:15,70,34,"#bug,#cleanUI,#AI",-0.05
156,7,Great performance on mobile.,2025-03-25 00:55:15,51,40,"#tech,#UX,#social",-0.07
157,7,Such a smooth interface!,2025-03-19 00:55:15,110,18,"#bug,#AI",-0.76
158,7,I’m impressed with the speed.,2025-03-15 20:55:15,9,17,"#UX,#mood,#design",0.54
159,6,Loving the new update!,2025-03-21 09:55:15,115,38,"#UX,#cleanUI",-0.24
160,4,Just another day...,2025-03-15 23:55:15,7,32,"#fail,#social,#UX",0.48
161,10,Needs dark mode ASAP!,2025-03-19 14:55:15,126,48,#design,0.15
162,1,Worst experience ever.,2025-03-23 11:55:15,92,37,"#love,#cleanUI",0.63
163,6,This app keeps crashing. So annoying.,2025-03-24 19:55:15,136,32,#mood,0.75
164,5,Such a smooth interface!,2025-03-16 23:55:15,31,21,#fail,0.45
165,10,I’m impressed with the speed.,2025-03-16 20:55:15,40,14,"#cleanUI,#UX,#AI",-0.04
166,10,Needs dark mode ASAP!,2025-03-17 23:55:15,84,26,"#fail,#AI,#cleanUI",-0.58
167,8,Needs dark mode ASAP!,2025-03-20 14:55:15,0,48,"#fail,#mood,#love",0.93
168,8,I’m impressed with the speed.,2025-03-15 16:55:15,58,40,#fail,-0.19
169,3,This app keeps crashing. So annoying.,2025-03-25 16:55:15,23,37,"#fail,#tech",-0.82
170,3,This app keeps crashing. So annoying.,2025-03-19 15:55:15,105,21,"#cleanUI,#AI,#UX",-0.81
171,7,Such a smooth interface!,2025-03-20 08:55:15,73,7,"#UX,#design",0.24
172,7,This app keeps crashing. So annoying.,2025-03-18 08:55:15,60,48,"#cleanUI,#mood,#tech",0.41
173,7,Needs dark mode ASAP!,2025-03-23 06:55:15,66,43,"#AI,#cleanUI",0.47
174,3,Loving the new update!,2025-03-23 08:55:15,6,10,"#UX,#tech,#AI",-0.38
175,3,Just another day...,2025-03-24 10:55:15,51,36,#UX,-0.22
176,5,This app keeps crashing. So annoying.,2025-03-17 05:55:15,77,46,"#fail,#bug,#design",-0.3
177,1,Can’t stop using it!,2025-03-18 14:55:15,30,48,#fail,-0.12
178,1,Loving the new update!,2025-03-25 05:55:15,0,9,"#mood,#AI,#cleanUI",0.73
179,7,Just another day...,2025-03-24 00:55:15,107,39,"#UX,#fail,#love",-0.37
180,5,Such a smooth interface!,2025-03-21 17:55:15,49,27,"#cleanUI,#tech,#fail",-0.74
181,2,Such a smooth interface!,2025-03-20 18:55:15,37,14,#love,-0.74
182,4,Worst experience ever.,2025-03-17 23:55:15,147,20,"#love,#social",-0.26
183,6,Absolutely love the UX!,2025-03-21 16:55:15,39,19,"#love,#tech",0.65
184,1,Absolutely love the UX!,2025-03-20 22:55:15,148,22,"#mood,#social",0.1
185,4,Needs dark mode ASAP!,2025-03-21 06:55:15,82,31,"#mood,#bug",-0.92
186,2,Great performance on mobile.,2025-03-22 22:55:15,133,7,#design,-0.52
187,6,This app keeps crashing. So annoying.,2025-03-25 04:55:15,90,48,#social,-0.22
188,4,Such a smooth interface!,2025-03-19 00:55:15,115,19,#design,-0.92
189,6,This app keeps crashing. So annoying.,2025-03-18 18:55:15,86,7,"#tech,#cleanUI",0.86
190,4,Needs dark mode ASAP!,2025-03-22 11:55:15,135,46,"#design,#tech",-0.31
191,3,I’m impressed with the speed.,2025-03-25 10:55:15,18,38,"#fail,#design",-0.33
192,5,Such a smooth interface!,2025-03-25 08:55:15,112,40,#bug,-0.79
193,9,Absolutely love the UX!,2025-03-23 22:55:15,6,11,#fail,0.15
194,3,Can’t stop using it!,2025-03-24 11:55:15,82,4,"#tech,#design,#bug",-0.1
195,9,Worst experience ever.,2025-03-25 03:55:15,146,50,"#love,#fail",-0.77
196,5,Loving the new update!,2025-03-19 05:55:15,134,43,#mood,-0.77
197,7,Worst experience ever.,2025-03-17 17:55:15,102,6,"#tech,#design",0.18
198,1,Loving the new update!,2025-03-21 03:55:15,133,25,"#UX,#AI",0.92
199,3,Absolutely love the UX!,2025-03-24 06:55:15,62,5,#love,0.83
200,3,I’m impressed with the speed.,2025-03-16 11:55:15,91,2,"#bug,#AI,#fail",-0.11
